,Close,Min,Max,Time,RF_Prediction
2024-11-02 19:40:00,69531.99,,,0.0,69535.23700000005
2024-11-02 19:45:00,69558.01,,,,
2024-11-02 19:50:00,69516.0,,,,
2024-11-02 19:55:00,69510.0,,,,
2024-11-02 20:00:00,69487.99,,,,
2024-11-02 20:05:00,69500.13,,,,
2024-11-02 20:10:00,69545.45,,,,
2024-11-02 20:15:00,69529.99,,,,
2024-11-02 20:20:00,69542.0,,,,
2024-11-02 20:25:00,69519.98,,,,
2024-11-02 20:30:00,69506.0,,,,
